Token,Difficulty,Frequency_SUC,Length,FreqBlog,FreqTwitter
man,1,3.5980240723341894,3,5.154603497142946,6.06289133234675
också,1,3.41161970596323,5,4.7431960814487,5.624700714822961
söka,1,1.8692317197309762,4,3.0982975364946976,4.267640982345915
kontakt,1,1.9542425094393248,7,3.2370407913791905,4.013258665283517
eller,1,3.5638369186645447,5,4.880967853709809,5.726500632360785
dator,1,1.5440680443502754,5,3.369772288596962,4.247629620679113
tv,2,0.47712125471966244,2,3.3556430502208685,4.533594136550764
annan,1,2.4899584794248346,5,2.5502283530550938,4.94213211943707
cirka,1,2.1522883443830563,5,3.3463529744506384,4.033463966077404
per,2,2.3463529744506384,3,3.5458017571592757,4.735127626177674
inte,1,3.9373674175172892,4,5.456605891804041,6.4736145390165944
komplicerad,1,1.322219294733919,11,2.0791812460476247,2.7937903846908183
få,1,3.043755126968679,2,4.644340098826323,5.5102808681277
poäng,2,1.6127838567197355,5,3.2011238972073794,4.303735889039905
vid,1,3.3344537511509302,3,2.6989700043360183,5.378450594571288
studera,1,2.012837224705172,7,2.672097857935717,3.469969209499959
du,1,3.153814864344529,2,4.993273063851902,6.247320352636562
vecka,1,1.8808135922807911,5,2.0043213737826426,4.989356363102879
än,1,3.1166077439882485,2,3.4017450822370625,5.5362376532003985
rätt,1,2.008600171761917,4,3.4163075870598822,4.883701172699944
fredag,1,1.041392685158225,6,0.0,4.719704089747534
kväll,1,1.8195439355418683,5,2.950851458888546,4.760980073097821
berättelse,1,1.7075701760979363,10,2.6739419986340875,3.7309436934277356
efter,1,3.1312977965976225,5,4.625106575403467,5.634588096837764
gemenskap,2,1.4313637641589871,9,2.2355284469075487,3.430397591386966
passa,1,1.0,5,3.4891143693789193,4.125058151172073
här,1,2.902546779313991,3,4.720771020804632,5.702256439083714
beskriva,2,1.724275869600789,8,2.9827233876685453,3.7852586333577007
två,1,3.1014033505553305,3,1.0791812460476247,5.342771949990927
tillsammans,1,2.4456042032735974,11,1.6627578316815739,4.682090899046871
god,1,2.290034611362518,3,2.4409090820652173,4.601070845801489
meningsfull,2,0.7781512503836435,11,1.4913616938342726,2.662757831681574
möte,1,1.6434526764861872,4,3.2975416678181593,4.548327985997317
fler,1,2.2833012287035492,4,3.2699796766453235,5.013667072268097
hel,1,2.1643528557844367,3,1.1760912590556811,4.528723923260993
procent,1,2.7032913781186614,7,3.2509076997008557,4.489803848686308
dricka,1,1.5185139398778873,6,3.453012391121455,4.164590760190224
alkohol,2,1.4771212547196624,7,3.0064660422492313,3.985740741050074
från,1,3.5657297878311267,4,5.000958731796152,5.9645994823366255
skaffa,1,1.5440680443502754,6,3.1014033505553305,4.200467449950159
genom,1,3.1610683854711743,5,0.8450980400142567,4.987085029624121
känna,1,1.7634279935629371,5,3.5596672783880576,4.162654004119576
säga,1,2.5024271199844326,4,2.754348335711019,5.124641142950728
jag,1,3.668758541750957,3,5.832046270484005,6.519031494635328
tänka,1,2.103803720955957,5,3.3812956230038256,4.803354675623902
ta,1,2.396199347095736,2,3.515873843711679,5.208632124609612
statsminister,2,0.9030899869919434,13,2.217483944213906,4.058615797010561
kavaj,1,1.041392685158225,5,2.7299742856995555,3.3236645356080996
mycket,1,3.1264561134318036,6,4.69118762037224,5.410615291458926
veta,1,2.2304489213782737,4,2.436162647040756,4.780389328470952
ha,1,3.1553360374650614,2,4.741577014780423,5.574132012361594
stor,1,2.8182258936139553,4,2.404833716619938,4.927816748446667
expert,1,0.7781512503836435,6,2.436162647040756,3.887335930399167
diskutera,1,1.6812412373755872,9,2.9768083373380656,4.261762317609619
fråga,1,2.3579348470004535,5,3.574609941340187,4.8558097994677745
acceptera,2,1.6232492903979003,9,2.8109042806687,3.778151250383643
nivå,1,2.1335389083702174,4,3.0546130545568873,4.161038412422962
klimat,1,1.2304489213782739,6,2.3502480183341623,3.911051020328126
ange,2,1.414973347970818,4,2.558708570533166,3.1156105116742996
alltid,1,2.7481880270062002,6,2.4913616938342726,5.222154385360453
över,1,3.1169396465507555,4,2.9929950984313414,5.448916461403546
smak,1,1.4313637641589871,4,3.262213705476417,3.978180516937414
salt,1,1.1760912590556811,4,3.476976465759527,3.533009022495485
jordnöt,1,0.0,7,1.0,1.7993405494535815
nyhet,1,1.1139433523068367,5,2.8555191556677997,4.216192302363926
viss,2,2.4313637641589874,4,3.2177470732627933,4.098332167847684
surfa,1,0.0,5,2.4727564493172123,3.2216749970707683
specialverktyg,3,0.30102999566398114,14,0.30102999566398114,1.0791812460476247
delta,2,1.6434526764861872,5,3.056142262059052,3.982271233039568
sintra,3,0.0,6,0.0,0.0
allt,1,2.5763413502057926,4,3.1351326513767748,5.2767099015703955
så,1,3.4234097277330933,2,5.376726562157599,6.161205935230449
helg,1,0.6020599913279623,4,3.5712428505602234,4.6346686802974695
bra,1,2.6232492903979003,3,4.669549310050869,5.635505863100385
väder,1,1.414973347970818,5,3.430719887863282,4.275886960301226
turnering,1,0.30102999566398114,9,1.591064607026499,2.9916690073799486
vår,1,2.597695185925512,3,2.970346876230093,5.265313202554297
heta,1,1.0,4,2.675778341674085,3.916032610188569
dessutom,1,2.4132997640812515,8,0.0,4.566472847158814
digital,1,0.47712125471966244,7,2.507855871695831,4.150142161848558
europeisk,2,1.041392685158225,9,1.8195439355418683,3.363799945479109
treårsperiod,3,0.0,12,0.0,1.3979400086720375
väg,1,2.2988530764097064,3,3.6055205234374683,4.963655630646197
arbete,1,2.5658478186735176,6,3.443888546777371,4.552996549979495
hos,1,2.8680563618230415,3,0.0,5.170126710993404
tysk,1,1.3979400086720375,4,2.3304137733491905,3.6493348587121415
glad,1,1.8325089127062362,4,2.110589710299249,4.860367956881815
utrop,2,0.47712125471966244,5,1.380211241711606,2.7118072290411908
skicka,1,1.2787536009528289,6,3.3342526423342305,4.559763032876793
servicepaket,3,0.0,12,0.0,0.0
såsom,1,1.7708520116421442,5,2.7853298350107667,3.231979026831504
tvättmedel,1,0.47712125471966244,10,1.8388490907372552,2.5301996982030817
beställa,1,1.0791812460476247,8,3.261976191397812,3.9554953291841266
krona,1,1.1461280356782377,5,2.5899496013257073,3.2913688504515823
månad,1,1.9138138523837167,5,3.5878231713189543,4.416723697546734
ingen,1,2.658011396657112,5,2.117271295655764,5.183651285700515
laglig,2,0.47712125471966244,6,1.785329835010767,3.0195316845312554
byta,1,1.6627578316815739,4,3.341236623238692,4.522574632691176
lämna,1,2.0334237554869494,5,3.405004665050369,4.224714304530397
tillbaka,1,2.1553360374650614,8,3.426023015689876,4.751825478380346
köpa,1,2.0681858617461617,4,1.6901960800285134,4.881053530833347
fel,1,1.7403626894942439,3,3.5546102852261634,4.75159469981361
hemförsäljning,3,0.0,14,0.0,0.9030899869919434
form,1,2.2227164711475833,4,3.472902651803664,4.117900732064519
ångra,1,0.30102999566398114,5,2.271841606536499,3.420120848085703
dag,1,2.4983105537896004,3,3.5735677730392177,5.479842973030624
hur,1,3.1373541113707324,3,4.679945470619215,5.6657010385578985
kriga,2,0.0,5,2.1335389083702174,3.0314084642516237
varför,1,2.322219294733919,6,0.0,5.15165479123906
toppa,2,0.0,5,2.332438459915605,2.876217840591642
mellan,1,3.1287222843384264,6,2.0043213737826426,5.144459003113503
endast,2,2.5301996982030817,6,0.0,4.233605219162271
köra,1,1.7481880270062005,4,1.9867717342662448,4.645785666948919
längd,1,1.3617278360175928,5,2.7092699609758304,3.2650537885040145
träffa,1,1.6901960800285134,6,0.6020599913279623,4.285827252753274
din,1,2.1553360374650614,3,0.47712125471966244,5.300504181158909
politiker,1,1.7075701760979363,9,2.9216864754836016,4.486968585490569
lägga,1,1.6127838567197355,5,3.446381812222442,4.657677195423303
andra,1,3.0618293072946985,5,3.5731037831639907,5.037494226660928
våning,1,1.0,6,2.2355284469075487,3.147676324241098
vanlig,1,1.9912260756924949,6,3.514282047860377,4.295435142353147
öppen,1,1.8195439355418683,5,3.0633333589517493,4.282123418809911
svår,1,1.8573324964312683,4,3.001733712809,3.9956351945975492
upp,1,2.578639209968072,3,3.620552444729435,5.270217517184495
temperatur,1,1.6020599913279623,10,2.2041199826559246,3.008600171761917
särskilt,1,2.5198279937757184,8,3.4860051863622417,4.290991232025502
gastronomisk,3,0.0,12,0.47712125471966244,1.7708520116421442
chef,1,1.7403626894942439,4,2.917505509552546,4.304813543394108
servera,1,0.9030899869919434,7,2.5490032620257876,3.198931869932209
bygga,1,2.08278537031645,5,3.3388547462523226,4.501894167799294
ny,1,2.643452676486187,2,1.2304489213782739,5.271932171877843
hus,1,2.012837224705172,3,3.5149460053080035,4.369234416606825
många,1,2.9439888750737717,5,1.2304489213782739,5.24187506538869
dröm,1,1.3424226808222062,4,3.103803720955957,3.8244512700366124
egen,1,2.577491799837225,4,2.7505083948513462,4.812886630006218
kvinna,2,2.173186268412274,6,3.3590762260592624,4.569455844240683
barn,1,2.517195897949974,4,3.4824447919182653,4.916364448344225
hålla,1,2.064457989226918,5,3.232487866352986,4.813787746240225
kugghjul,3,0.0,8,0.6020599913279623,1.9395192526186182
ofta,1,2.751279103983342,4,0.0,4.790777601337694
smutsig,1,0.9030899869919434,7,2.181843587944772,3.212720154417842
farlig,1,1.2041199826559246,6,2.506505032404872,3.6241789257480224
betald,2,0.8450980400142567,6,1.9084850188786497,3.171433900943008
resultat,1,2.08278537031645,8,3.283074974735471,4.1933472563864616
använda,1,2.173186268412274,7,2.130333768495006,4.687189954391637
myndighet,2,1.7708520116421442,9,2.1461280356782377,3.5981336458132374
regering,1,1.6334684555795864,8,2.9454685851318194,4.3524140800906705
fyllig,3,0.6989700043360187,6,1.6020599913279623,1.9822712330395682
bild,1,2.103803720955957,4,0.30102999566398114,4.863328809319186
möjlig,2,1.447158031342219,6,2.2576785748691846,3.5040628826786913
förskola,1,0.30102999566398114,8,2.5932860670204567,3.876160084825628
exempel,1,2.2648178230095364,7,3.4619484952037616,4.4140369356649165
följa,1,2.086359830674748,5,3.6031443726201817,4.680525872193244
sjukhus,1,1.556302500767287,7,2.7218106152125463,4.125643892357391
läkare,1,1.462397997898956,6,2.8926510338773,3.7809650296083164
frisör,1,0.0,6,2.632457292184724,3.294466226161593
shopping,2,0.0,8,3.1880843737149376,3.5341530741850624
kulturell,2,1.3979400086720375,9,1.8750612633916997,3.149527013754348
symbol,1,1.0791812460476247,6,2.3856062735983117,3.306639441024261
bro,1,1.2552725051033058,3,2.2329961103921536,3.652052848248105
vägbom,3,0.0,6,0.0,1.3979400086720375
dialog,1,1.447158031342219,6,2.537819095073274,3.8443528963108933
anse,2,1.2552725051033058,4,2.1846914308175984,3.038620161949703
prioritera,2,1.1139433523068367,10,2.4031205211758175,3.6132073521037595
framtida,2,1.845098040014257,8,2.81424759573192,3.9631264410819047
vägg,1,1.1139433523068367,4,2.636487896353365,3.5202214358819597
flygplats,1,0.9030899869919434,9,2.2430380486862944,3.7793078275835854
vilket,1,2.7686381012476144,6,3.412628520544375,4.600646235662394
önskvärd,3,0.7781512503836435,8,1.845098040014257,2.492760389026837
färg,1,1.7403626894942439,4,1.1139433523068367,3.860098329698517
torg,1,1.1139433523068367,4,2.340444114840118,3.791058743591825
liv,1,2.5237464668115646,3,2.899273187317603,4.830614327866972
idag,2,2.2278867046136734,4,4.738764708031552,5.635040178087891
bestå,1,1.3617278360175928,5,2.3159703454569174,2.6946051989335684
grå,1,1.322219294733919,3,2.7589118923979736,3.1601682929585118
vacker,1,1.785329835010767,6,3.2574385668598134,4.023211292328888
alltså,1,2.737192642704737,6,0.0,5.082465813036018
dra,1,1.6812412373755872,3,3.486146996806572,4.538221732239119
mot,1,3.218272853571447,3,2.4409090820652173,5.665092956367059
ibland,1,2.468347330412157,6,1.462397997898956,4.745699226602505
räcka,2,1.2787536009528289,5,2.7916906490201177,3.762678563727436
förmåga,2,2.021189299069938,7,2.8488047010518036,3.8159760009719847
återköp,3,0.30102999566398114,7,0.8450980400142567,2.620136054973757
biljett,1,0.47712125471966244,7,2.5092025223311025,4.14313975910459
fram,1,2.5403294747908736,4,3.48015072527328,4.935310730818728
föreställning,1,1.6334684555795864,13,2.117271295655764,3.3096301674258983
start,1,1.322219294733919,5,3.248953615495707,4.455621324031121
arbeta,1,2.1492191126553797,6,3.188647295999717,4.142577160920534
skapa,1,2.1613680022349744,5,3.436957330669449,4.452231244405823
lustfylld,3,0.0,9,0.6020599913279623,1.8325089127062362
önskemål,2,1.301029995663981,8,2.6821450763738315,3.3079237036118814
intresse,1,2.1583624920952493,8,3.19200959265367,4.2136505484610005
full,2,1.9777236052888476,4,3.4263485737875072,4.547811612699027
kassa,1,0.0,5,2.1522883443830563,3.2159018132040313
liten,1,2.521138083704036,5,1.3424226808222062,4.828859600300421
varje,1,2.726727209026572,5,2.3502480183341623,4.982026873660977
täcka,2,1.0791812460476247,5,2.4756711883244296,3.2583978040955084
snart,1,2.3521825181113623,5,1.5440680443502754,5.021904262098851
halm,2,0.7781512503836435,4,1.5440680443502754,2.2430380486862944
framtid,1,1.8325089127062362,7,2.9084850188786495,4.282758021025597
er,1,1.7075701760979363,2,3.5619357633137807,5.02094933678901
barnbarn,1,0.6020599913279623,8,2.117271295655764,3.194236748723829
lyssna,1,1.8129133566428552,6,3.449786846985773,4.735079671396598
sådan,2,2.5865873046717547,5,0.0,4.411788004543868
stillasittande,3,0.0,14,1.5440680443502754,2.320146286111054
jobb,1,1.9344984512435675,4,3.371252629124939,5.035045307533338
tjänsteman,1,1.0791812460476247,10,1.3979400086720375,3.383096929949094
genomföra,2,1.8129133566428552,9,2.7497363155690606,3.6488477083728936
pass,1,1.2552725051033058,4,3.3708830167776056,4.090116910752009
ut,1,2.602059991327962,2,3.4650852875574323,5.564168766882123
ner,1,2.1003705451175625,3,3.4566696294237573,4.781231033504007
återföra,3,0.0,8,0.9030899869919434,1.9542425094393248
vård,1,1.8864907251724818,4,2.6998377258672455,4.116806915962344
välkommen,1,1.2041199826559246,9,2.7902851640332416,4.4122757019358305
besöka,1,1.4771212547196624,6,3.1328997699444825,3.8903651214481236
lämplig,2,1.556302500767287,7,2.2013971243204513,3.2893659515200313
måndag,1,1.1139433523068367,6,3.482587769526767,4.571801968090816
innan,1,2.5717088318086874,5,3.257198426139344,4.952215906200407
se,1,2.727541257028556,2,3.47683162851226,5.181391915468118
konstnär,1,1.2787536009528289,8,2.296665190261531,3.272305844402086
tavla,1,1.0,5,2.5224442335063197,3.2773799746672543
berätta,1,1.9956351945975497,7,2.2455126678141495,4.497855340131178
konsult,1,0.9030899869919434,7,1.6989700043360185,3.3535315590777617
då,1,2.9890046156985366,2,4.61112826752018,5.591652177290275
tycka,1,1.301029995663981,5,3.3626709297256667,4.3700131875541235
liknande,2,2.0899051114393976,8,3.4240645254174877,4.073388381115177
maskin,1,0.9030899869919434,6,2.613841821876069,3.4421660857847196
del,1,2.677606952720493,3,2.404833716619938,5.158422806584882
drömma,1,1.0,6,2.7528164311882715,3.409087369447835
helig,2,0.7781512503836435,5,2.064457989226918,2.88024177589548
gång,1,2.2227164711475833,4,3.50609895992844,4.950768774576885
inleda,2,1.2304489213782739,6,2.2041199826559246,3.345961541813141
ordförande,2,1.9731278535996983,10,2.744292983122676,4.306017350084118
upplaga,3,1.0791812460476247,7,2.437750562820388,3.4608978427565478
rubrik,1,0.47712125471966244,6,2.488550716500444,3.792951708250132
grupp,1,2.1139433523068365,5,3.158663980813989,4.191618663369468
gå,1,2.5658478186735176,2,3.3265406685165613,5.1013036198655
uppge,2,0.6989700043360187,5,1.591064607026499,2.751279103983342
larm,1,0.7781512503836435,4,1.8920946026904801,3.5475285764597815
karta,1,1.380211241711606,5,2.3521825181113623,3.5036545192429585
framställning,3,1.6532125137753435,13,1.6334684555795864,2.1643528557844367
hitta,2,2.0334237554869494,5,2.1139433523068365,4.752401888848226
område,2,2.271841606536499,6,2.93801909747621,3.871864702088194
sten,1,1.591064607026499,4,2.7505083948513462,3.736635497686821
plats,2,2.41161970596323,5,2.7419390777291985,5.029582614680336
måste,1,3.043362278021129,5,2.887617300335736,5.517509954844888
just,1,2.575187844927661,4,3.3003780648707024,5.30203639189325
värd,2,1.4913616938342726,4,3.1115985248803937,4.206879822306299
chans,1,1.6989700043360185,5,3.3514097519254387,4.358562976661055
anledning,2,2.143014800254095,9,3.4079005401426348,4.498172660636544
vittra,3,0.30102999566398114,6,0.47712125471966244,1.7075701760979363
familjeliv,2,0.30102999566398114,10,2.761927838420529,3.3695868907363438
aktivitet,1,1.414973347970818,9,2.6730209071288957,3.614369839548288
flicka,1,1.6532125137753435,6,2.81756536955978,3.6938148538894167
bråk,2,1.041392685158225,4,2.387389826338729,3.6647359685187046
augusti,1,1.851258348719075,7,3.3774883833761327,4.293274139710753
sist,1,1.7634279935629371,4,3.363611979892144,4.226548353841411
arbetsdag,1,0.8450980400142567,9,2.537819095073274,3.6660497384805155
pension,1,1.3424226808222062,7,2.0718820073061255,3.6280822609906793
vilja,1,1.8976270912904412,5,2.8481891169913984,4.54843855758555
fiska,1,0.30102999566398114,5,2.0899051114393976,3.0008677215312267
sjö,1,1.041392685158225,3,2.2624510897304293,3.2180100429843628
lösa,1,1.7993405494535815,4,3.0569048513364723,4.297738631732802
kort,1,1.9344984512435675,4,3.4817291969600155,4.253192569878443
olika,1,3.0827853703164494,5,2.2355284469075487,4.9421470050253875
stark,1,2.1553360374650614,5,3.356025857193122,4.250834579996684
absorbera,3,0.0,9,1.2552725051033058,1.6627578316815739
lösöre,3,0.0,6,0.30102999566398114,1.414973347970818
betala,1,2.1335389083702174,6,3.438225807604529,4.5089738861152915
själv,1,2.851258348719075,5,2.342422680822206,5.2506053918388025
böra,1,0.6020599913279623,4,0.7781512503836435,1.6532125137753435
därför,1,2.6404814369704215,6,3.00518051250378,4.552656050830272
kontrollera,1,1.57978359661681,11,2.59659709562646,3.322426052405952
ingå,2,1.5185139398778873,4,2.3031960574204886,3.41946007278607
dold,2,1.1760912590556811,4,1.8573324964312683,3.18098558078673
kamera,1,0.6020599913279623,6,3.2933625547114453,3.795393334931289
överraska,2,0.47712125471966244,9,2.326335860928751,3.021189299069938
blomma,1,0.7781512503836435,6,2.613841821876069,3.1014033505553305
torsdag,1,1.0,7,3.3130231103232375,4.421669724079547
personal,1,1.9084850188786497,8,2.967547976218862,4.065056603356018
ris,1,1.414973347970818,3,3.00560944536028,3.4649364291217326
påskägg,2,0.0,7,2.2405492482825995,2.8721562727482928
utställning,1,1.4771212547196624,11,2.465382851448418,3.740520586053664
svart,1,1.8260748027008262,5,3.3708830167776056,3.964919294286642
trappa,2,1.041392685158225,6,2.397940008672037,3.132259689531044
bibliotek,1,1.2304489213782739,9,2.468347330412157,4.153601474288411
stå,1,2.093421685162235,3,3.6016254795539444,4.57898284270279
plan,1,1.5440680443502754,4,2.9894498176666913,4.012077599531015
fysisk,1,1.0791812460476247,6,2.578639209968072,3.314499227973151
bygglovsprövning,3,0.0,16,0.0,0.0
miljö,1,1.9030899869919433,5,2.9304395947666997,4.050882210664029
avlopp,2,0.8450980400142567,6,1.4771212547196624,2.857332496431268
läsa,1,2.049218022670181,4,2.0606978403536114,5.027182382402943
april,1,1.8750612633916997,5,3.392345155361204,4.395972547794993
gemensam,1,1.9395192526186182,8,2.611723308007342,3.844663528240239
begrepp,2,1.7558748556724912,7,2.2227164711475833,3.5667909123815913
typ,1,2.1335389083702174,3,3.051152522447381,4.7048280367803335
röra,2,1.5314789170422551,4,2.911690158753861,3.733999286538386
väl,1,2.632457292184724,3,3.585122186306815,5.4455761833708864
ve,3,0.0,2,3.1364034481339895,4.763053440299614
lyfta,2,1.3979400086720375,5,2.841359470454855,3.8803561994192357
vidare,2,2.3242824552976926,6,3.0965624383741353,4.793643733178801
bland,1,2.5440680443502752,5,0.0,4.841215516151545
annat,2,2.5717088318086874,5,2.6766936096248664,4.962871065533914
utanför,1,2.382017042574868,7,3.60916737430202,4.704930858794877
astronomi,2,0.6989700043360187,9,1.380211241711606,2.45178643552429
universitet,1,1.5682017240669948,11,2.383815365980431,4.091772441419683
trång,2,1.041392685158225,5,1.6127838567197355,2.6884198220027105
behandla,2,1.4771212547196624,8,2.4232458739368075,3.3079237036118814
sex,2,2.2504200023088936,3,3.508395033133053,4.554537614146668
angreppssätt,3,0.30102999566398114,12,0.6989700043360187,1.8692317197309762
ökad,2,1.9867717342662448,4,2.8651039746411278,4.047080072816256
attraktivitet,3,0.0,13,0.6020599913279623,2.4149733479708178
stanna,1,1.8388490907372552,6,3.2918126874671185,4.151859955512512
gymnasium,1,0.47712125471966244,9,1.9867717342662448,3.243534101832062
förrän,2,1.8129133566428552,6,3.0370278797557746,3.7172543127625493
början,1,2.2329961103921536,6,3.5454308294653507,4.406880670049125
nu,1,3.1535099893008374,2,4.924160355813738,5.967895085857925
kraft,2,1.9084850188786497,5,2.8549130223078554,3.9512403503243405
vad,1,3.0629578340845103,3,4.647470993858846,5.773962612899274
siffra,1,1.0791812460476247,6,2.3891660843645326,3.5291736032617225
sammantagen,3,0.0,11,0.0,1.3617278360175928
framför,1,2.214843848047698,7,3.0996806411092495,4.530545458789007
slarvig,2,0.47712125471966244,7,1.9777236052888476,2.7888751157754164
glömma,1,1.5185139398778873,6,3.0073209529227443,4.05311687492293
min,1,2.7767011839884104,3,4.926856708949692,5.68622233060562
vilken,1,2.2041199826559246,6,3.2049335223541444,4.859972446370353
yrke,1,1.2787536009528289,4,2.487138375477186,3.4893959217271293
välja,1,1.9777236052888476,5,2.5415792439465807,4.547996102222724
egentligen,1,2.383815365980431,10,0.0,4.835811016032365
filmregissör,2,0.0,12,0.47712125471966244,1.7781512503836434
faktisk,2,0.30102999566398114,7,2.271841606536499,3.103803720955957
innehåll,2,1.9637878273455551,8,2.8808135922807914,4.007918390645599
variera,2,1.3617278360175928,7,2.636487896353365,3.0777311796523916
preparat,3,0.6989700043360187,8,1.6812412373755872,2.252853030979893
sälja,1,1.9395192526186182,5,3.312600439261259,4.3637247690063745
sedan,1,2.8375884382355108,5,3.411788004543869,5.012339398236845
tre,1,2.81424759573192,3,1.2304489213782739,5.027280278239459
president,2,1.4771212547196624,9,2.8419848045901137,4.143545627238422
association,3,0.8450980400142567,11,1.6020599913279623,2.7032913781186614
konferens,1,1.2552725051033058,9,2.4409090820652173,3.97648753730519
framåt,2,1.9242792860618814,6,3.229937685907933,4.255778886667017
arktisk,3,0.0,7,0.7781512503836435,2.0681858617461617
behöva,1,1.9395192526186182,6,3.528016341189201,4.50948478922394
tala,1,2.214843848047698,4,3.1498346967157844,4.3327413504185746
vem,1,2.176091259055681,3,2.648360010980931,4.899815032688849
bestämma,1,1.7558748556724912,8,3.0203612826477073,3.999217565530103
hyra,1,1.1760912590556811,4,2.605305046141109,3.7729814503449637
disk,1,0.6989700043360187,4,2.3729120029701067,3.21984638602436
omfattning,3,1.785329835010767,10,2.0681858617461617,2.9647309210536292
oklar,2,0.7781512503836435,5,1.6989700043360185,3.2667019668840878
enda,2,2.559906625036112,4,0.7781512503836435,4.915109504939162
museum,1,1.322219294733919,6,2.3463529744506384,3.7157527168228595
datorrelaterad,3,1.041392685158225,14,0.0,0.0
historia,2,2.1789769472931693,8,3.299507298700487,4.38503398627201
javisst,1,0.9030899869919434,7,1.9030899869919433,3.3100557377508912
byggnad,1,1.1760912590556811,7,2.143014800254095,3.4347285417797573
uppgå,3,0.8450980400142567,5,1.3617278360175928,1.9590413923210932
högst,1,1.6812412373755872,5,2.8068580295188172,3.9783174967467505
torr,1,1.2041199826559246,4,2.9872192299080047,3.168202746842631
utan,1,2.850646235183066,4,2.672097857935717,5.237136396094656
öppna,1,1.6434526764861872,5,3.0944711286416444,4.127169613599896
möjlighet,1,2.2380461031287955,9,3.294025094095322,4.337439293269231
vardag,1,1.2787536009528289,6,3.131939295210424,3.876621916034273
ung,1,1.9777236052888476,3,3.11092624226642,4.22385921533063
ålder,1,1.8692317197309762,5,3.178401341533755,4.067554376693503
